listing_id,price,accommodates,bedrooms,bathrooms,room_type,property_type,review_scores_rating,booking_rate,weekend_booking_rate,summer_booking_rate,winter_booking_rate,total_review_count,recent_review_count,avg_review_length,estimated_annual_revenue,log_revenue
1663673,129.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.91,0.10410958904109589,0.10576923076923077,0.0,0.1111111111111111,461.0,40.0,270.6507592190889,4902.0,8.497602541651233
1759266,147.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.85,0.2958904109589041,0.375,0.5760869565217391,0.2111111111111111,100.0,13.0,263.14,15876.000000000002,9.672626800077511
1769731,322.0,4,1.0,1.0,Entire home/apt,Entire condo,4.77,0.7452054794520548,0.7596153846153846,1.0,0.6444444444444445,39.0,11.0,206.56410256410257,87584.0,11.380365029385748
1810118,70.0,3,1.0,1.0,Private room,Private room in home,4.89,0.6383561643835617,0.6538461538461539,1.0,0.0,381.0,10.0,249.29921259842519,16310.0,9.69959500581403
1837153,63.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.48,0.2219178082191781,0.22115384615384615,0.0,0.14444444444444443,60.0,1.0,297.93333333333334,5103.0,8.537779825024625
1869568,44.0,1,4.0,3.0,Private room,Private room in rental unit,5.0,0.021917808219178082,0.038461538461538464,0.0,0.0,10.0,9.0,171.9,352.0,5.8664680569332965
1921670,115.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.87,0.06301369863013699,0.0673076923076923,0.0,0.0,363.0,23.0,255.3443526170799,2645.0000000000005,7.880804344674901
1939467,60.0,1,1.0,1.0,Private room,Private room in rental unit,5.0,0.7534246575342466,0.7596153846153846,1.0,0.7777777777777778,5.0,0.0,264.0,16500.0,9.711176264112805
2011301,59.0,2,1.0,1.0,Private room,Private room in home,4.67,0.3452054794520548,0.3557692307692308,0.7934782608695652,0.0,318.0,28.0,262.6352201257862,7434.0,8.913953858894255
2062638,223.0,10,3.0,2.0,Entire home/apt,Entire condo,4.79,0.021917808219178082,0.019230769230769232,0.0,0.0,236.0,14.0,296.635593220339,1784.0000000000002,7.487173694213739
2103986,75.0,2,1.0,1.0,Private room,Private room in townhouse,4.84,0.7479452054794521,0.75,0.41304347826086957,0.9888888888888889,180.0,11.0,280.59444444444443,20475.0,9.927008747577474
2298310,76.0,1,1.0,1.0,Private room,Private room in townhouse,4.9,0.1917808219178082,0.19230769230769232,0.0,0.0,68.0,5.0,217.88235294117646,5320.0,8.579416534596369
2479175,75.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.79,0.6191780821917808,0.7019230769230769,0.7934782608695652,0.34444444444444444,306.0,25.0,254.99346405228758,16950.0,9.738082108118487
2499596,126.0,3,1.0,1.5,Entire home/apt,Entire condo,4.78,0.3863013698630137,0.3942307692307692,0.7934782608695652,0.28888888888888886,199.0,10.0,337.00502512562815,17766.000000000004,9.785098083035907
2564678,45.0,1,1.0,1.5,Private room,Private room in home,3.67,0.663013698630137,0.6634615384615384,1.0,0.0,6.0,0.0,143.5,10890.0,9.295692039075686
2844042,146.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.9,0.0821917808219178,0.07692307692307693,0.0,0.03333333333333333,212.0,42.0,344.2877358490566,4380.0,8.385032287813898
2874486,194.0,5,2.0,2.0,Entire home/apt,Entire rental unit,4.9,0.12054794520547946,0.11538461538461539,0.0,0.06666666666666667,298.0,30.0,284.33557046979865,8536.000000000002,9.052164937010307
2907500,38.0,2,1.0,1.0,Private room,Private room in home,4.85,0.10684931506849316,0.11538461538461539,0.0,0.05555555555555555,402.0,34.0,234.11940298507463,1482.0000000000002,7.301822342137933
3053081,106.0,3,1.0,1.0,Entire home/apt,Entire rental unit,4.82,0.3424657534246575,0.3557692307692308,0.7934782608695652,0.08888888888888889,556.0,53.0,259.66007194244605,13250.0,9.491828300264636
3068787,149.0,4,2.0,2.0,Entire home/apt,Entire guest suite,4.94,0.2273972602739726,0.2692307692307692,0.11956521739130435,0.06666666666666667,219.0,33.0,276.2922374429224,12367.0,9.422867770827203
3083343,177.0,6,2.0,1.0,Entire home/apt,Entire rental unit,4.76,0.8876712328767123,0.8942307692307693,1.0,1.0,161.0,16.0,314.44099378881987,57348.0,10.956910685613863
3088192,168.0,6,2.0,1.0,Entire home/apt,Entire rental unit,4.96,0.6821917808219178,0.6923076923076923,0.8260869565217391,0.6888888888888889,541.0,72.0,272.9426987060998,41831.99999999999,10.64144078072663
3172794,1080.0,16,6.0,2.5,Entire home/apt,Entire home,4.9,0.038356164383561646,0.038461538461538464,0.0,0.044444444444444446,93.0,9.0,248.94623655913978,15120.0,9.623839785112668
3267902,80.0,5,1.0,1.0,Entire home/apt,Entire rental unit,4.93,0.1506849315068493,0.20192307692307693,0.03260869565217391,0.011111111111111112,452.0,48.0,404.14159292035396,4399.999999999999,8.38958706681109
3292054,314.0,8,3.0,3.0,Entire home/apt,Entire home,4.95,0.06301369863013699,0.07692307692307693,0.043478260869565216,0.0,354.0,64.0,309.819209039548,7222.0,8.885025658050846
3308694,357.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.89,0.5589041095890411,0.5769230769230769,1.0,0.0,148.0,15.0,229.22972972972974,72828.0,11.195869506512176
3329088,140.0,4,2.0,2.0,Entire home/apt,Entire condo,4.91,0.04657534246575343,0.04807692307692308,0.0,0.0,174.0,22.0,277.235632183908,2380.0,7.7752758464868625
3376665,87.0,2,1.0,1.0,Private room,Private room in rental unit,4.84,0.2465753424657534,0.2403846153846154,0.0,0.2222222222222222,75.0,13.0,290.72,7829.999999999999,8.965845494750937
3385966,808.0,4,2.0,2.0,Entire home/apt,Entire rental unit,4.8,0.00821917808219178,0.0,0.0,0.0,191.0,1.0,304.0104712041885,2423.9999999999995,7.793586803371584
3434136,75.0,1,1.0,1.0,Private room,Private room in rental unit,4.88,0.057534246575342465,0.057692307692307696,0.0,0.0,176.0,0.0,352.57954545454544,1575.0,7.362645270417825
3517984,113.0,2,1.0,1.0,Private room,Private room in rental unit,4.96,0.8493150684931506,0.8365384615384616,1.0,1.0,514.0,46.0,255.53696498054475,35030.0,10.463988662743825
3570616,98.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.75,0.6109589041095891,0.6153846153846154,0.0,0.9888888888888889,160.0,1.0,347.36875,21854.0,9.992185007297415
3590692,49.0,1,1.0,1.0,Private room,Private room in rental unit,4.78,0.8246575342465754,0.8269230769230769,0.5434782608695652,1.0,49.0,2.0,295.0612244897959,14749.0,9.598998361767967
3638744,92.0,2,1.0,1.0,Entire home/apt,Entire condo,4.74,0.06575342465753424,0.0673076923076923,0.0,0.0,50.0,4.0,336.26,2207.9999999999995,7.700295203420117
3639045,59.0,2,1.0,1.0,Entire home/apt,Entire guest suite,4.5,0.3726027397260274,0.375,0.8043478260869565,0.0,6.0,0.0,803.0,8024.0,8.990316947998217
3742513,23.0,1,1.0,2.0,Shared room,Shared room in rental unit,4.8,0.06575342465753424,0.057692307692307696,0.0,0.0,180.0,13.0,178.17777777777778,551.9999999999999,6.315358001522335
3783533,127.0,6,2.0,1.0,Entire home/apt,Entire rental unit,4.87,0.3726027397260274,0.38461538461538464,0.7934782608695652,0.0,365.0,3.0,298.8767123287671,17272.0,9.756899867693285
3792844,55.0,1,1.0,1.0,Private room,Private room in condo,4.87,0.24383561643835616,0.25,0.0,0.23333333333333334,15.0,4.0,405.93333333333334,4895.0,8.496173824192162
3811926,38.0,2,1.0,1.0,Private room,Private room in home,4.83,0.1232876712328767,0.14423076923076922,0.0,0.14444444444444443,551.0,27.0,240.86206896551724,1710.0,7.444833273892193
3897045,121.0,2,1.0,1.0,Entire home/apt,Entire condo,4.61,0.936986301369863,0.9423076923076923,1.0,1.0,38.0,0.0,313.13157894736844,41382.0,10.630625447463311
3924599,131.0,1,1.0,1.0,Private room,Private room in rental unit,4.88,0.273972602739726,0.25961538461538464,0.0,0.34444444444444444,8.0,0.0,424.75,13099.999999999998,9.48044384215367
3962072,149.0,6,2.0,1.0,Entire home/apt,Entire loft,4.81,0.07123287671232877,0.07692307692307693,0.0,0.0,155.0,20.0,275.01290322580644,3873.9999999999995,8.262300941787448
3970529,235.0,4,1.0,1.0,Entire home/apt,Entire rental unit,4.95,0.8657534246575342,0.8653846153846154,1.0,0.7666666666666667,107.0,0.0,414.25233644859816,74260.0,11.21534119384024
3979320,101.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.95,0.2273972602739726,0.2692307692307692,0.29347826086956524,0.23333333333333334,61.0,45.0,275.0327868852459,8383.0,9.034080406560824
3979385,132.0,4,2.0,1.0,Entire home/apt,Entire home,4.91,0.14246575342465753,0.16346153846153846,0.08695652173913043,0.05555555555555555,387.0,37.0,338.93798449612405,6864.0,8.834191318202071
4083903,150.0,4,2.0,1.0,Entire home/apt,Entire rental unit,5.0,0.7561643835616438,0.75,1.0,0.7666666666666667,3.0,0.0,236.33333333333334,41400.0,10.63106031411106
4096995,54.0,2,1.0,1.0,Private room,Private room in rental unit,4.61,0.8191780821917808,0.8076923076923077,1.0,0.7666666666666667,38.0,3.0,261.7631578947368,16145.999999999998,9.689489552881621
4105283,42.0,1,1.0,1.0,Entire home/apt,Entire rental unit,4.96,0.7534246575342466,0.7596153846153846,1.0,0.23333333333333334,212.0,0.0,345.10849056603774,11550.0,9.35452729228868
4150121,120.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.73,0.39452054794520547,0.3942307692307692,0.391304347826087,0.7222222222222222,521.0,13.0,282.2380038387716,17280.0,9.757362911053992
4156913,223.0,4,2.0,2.0,Entire home/apt,Entire condo,4.98,0.6328767123287671,0.6538461538461539,1.0,0.1,302.0,69.0,227.8543046357616,51513.0,10.849608894368957
4243309,115.0,2,1.0,1.0,Private room,Private room in condo,4.97,0.9753424657534246,0.9615384615384616,0.9891304347826086,0.9333333333333333,422.0,30.0,282.24407582938386,40940.0,10.619887284906223
4257285,60.0,1,2.0,1.0,Private room,Private room in condo,4.97,0.5095890410958904,0.5192307692307693,0.0,1.0,112.0,21.0,324.75,11160.0,9.320180837655714
4264117,62.0,2,1.0,1.0,Entire home/apt,Entire condo,4.76,0.7041095890410959,0.7211538461538461,1.0,0.23333333333333334,25.0,6.0,189.56,15934.0,9.676273226851437
4278818,128.0,1,1.0,1.0,Entire home/apt,Entire rental unit,4.7,0.273972602739726,0.2692307692307692,0.0,0.34444444444444444,22.0,2.0,385.54545454545456,12800.0,9.45727857185611
4335812,115.0,1,1.0,1.5,Private room,Private room in townhouse,4.85,0.27671232876712326,0.2692307692307692,0.0,0.34444444444444444,13.0,0.0,273.61538461538464,11615.0,9.360138737064577
4365466,22.0,1,1.0,2.0,Shared room,Shared room in rental unit,4.75,0.2876712328767123,0.3076923076923077,0.7934782608695652,0.0,124.0,9.0,249.9516129032258,2310.0,7.745435610274381
4370895,272.0,7,2.0,1.0,Entire home/apt,Entire rental unit,4.6,0.5616438356164384,0.5673076923076923,1.0,0.0,96.0,0.0,349.8020833333333,55760.0,10.928829979276463
4394093,85.0,2,1.0,1.0,Private room,Private room in home,5.0,0.26575342465753427,0.25,0.0,0.34444444444444444,36.0,0.0,470.69444444444446,8245.0,9.017483513266844
4417718,79.0,1,1.0,1.0,Private room,Private room in rental unit,4.9,0.947945205479452,0.9423076923076923,0.9239130434782609,1.0,29.0,3.0,586.9310344827586,27334.0,10.2159232113291
4457161,200.0,4,3.0,1.0,Entire home/apt,Entire rental unit,4.98,0.273972602739726,0.2692307692307692,0.0,0.34444444444444444,106.0,7.0,290.7358490566038,20000.0,9.90353755128617
4592031,91.0,4,2.0,2.0,Private room,Private room in townhouse,4.94,0.5589041095890411,0.5673076923076923,1.0,0.0,160.0,14.0,260.80625,18564.0,9.829033366611181
4632510,79.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.77,0.5917808219178082,0.5961538461538461,0.8043478260869565,0.7,167.0,4.0,352.07185628742513,17064.0,9.744784861340808
4730797,60.0,3,1.0,1.0,Private room,Private room in home,4.83,0.3095890410958904,0.3173076923076923,0.7934782608695652,0.0,144.0,10.0,269.46527777777777,6780.000000000001,8.821879862683842
4731523,58.0,3,1.0,1.0,Private room,Private room in home,4.87,0.3041095890410959,0.3269230769230769,0.7934782608695652,0.0,103.0,9.0,286.6019417475728,6438.0,8.770128527538184
4803582,137.0,2,1.0,1.0,Entire home/apt,Entire guesthouse,4.76,0.038356164383561646,0.038461538461538464,0.0,0.1,157.0,2.0,256.7261146496815,1918.0000000000002,7.5595594960077
4840199,558.0,6,3.0,2.0,Entire home/apt,Entire serviced apartment,4.93,0.4520547945205479,0.47115384615384615,1.0,0.011111111111111112,40.0,3.0,215.25,92070.0,11.430315297524093
4852830,108.0,2,1.0,1.0,Private room,Private room in condo,4.92,0.0410958904109589,0.04807692307692308,0.0,0.0,343.0,8.0,304.7842565597668,1620.0,7.390798521735676
4872152,75.0,2,1.0,1.0,Private room,Private room in rental unit,4.74,0.8027397260273973,0.8076923076923077,1.0,0.7888888888888889,279.0,11.0,236.2293906810036,21975.0,9.99770622777511
4923963,101.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.38,0.16986301369863013,0.17307692307692307,0.0,0.0,29.0,0.0,423.1034482758621,6262.0,8.742414582525413
5014976,558.0,6,3.0,2.0,Entire home/apt,Entire serviced apartment,4.92,0.31232876712328766,0.33653846153846156,0.7934782608695652,0.011111111111111112,38.0,0.0,241.0,63612.0,11.06057313095659
5074013,220.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.98,0.5698630136986301,0.5961538461538461,0.8695652173913043,0.07777777777777778,411.0,32.0,344.78345498783455,45760.0,10.731187478961756
5102125,75.0,2,1.0,1.5,Private room,Private room in condo,4.89,0.5917808219178082,0.625,0.9021739130434783,0.5333333333333333,325.0,49.0,213.41846153846154,16200.000000000002,9.692828247710418
5117490,123.0,2,1.0,1.0,Private room,Private room in home,4.92,0.8301369863013699,0.8365384615384616,1.0,0.6888888888888889,199.0,5.0,325.19095477386935,37269.0,10.525943992473303
5195252,48.0,2,1.0,1.0,Private room,Private room in condo,4.89,0.9972602739726028,1.0,1.0,1.0,177.0,0.0,258.2994350282486,17472.0,9.768412111339039
5205377,68.0,2,1.0,1.0,Private room,Private room in condo,4.91,0.6904109589041096,0.6923076923076923,0.0,1.0,289.0,4.0,294.7681660899654,17136.0,9.74899514766085
5210927,112.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.9,0.11506849315068493,0.1346153846153846,0.0,0.06666666666666667,544.0,47.0,236.34742647058823,4704.0,8.45638105201948
5219364,157.0,4,2.0,1.5,Entire home/apt,Entire rental unit,,0.6465753424657534,0.6730769230769231,1.0,0.08888888888888889,0.0,0.0,0.0,37052.0,10.520104599106125
5231461,180.0,4,2.0,2.0,Entire home/apt,Entire condo,4.93,0.11232876712328767,0.15384615384615385,0.03260869565217391,0.0,277.0,29.0,266.33574007220216,7380.0,8.906664409770052
5297152,78.0,1,1.0,1.0,Private room,Private room in home,4.91,0.5452054794520548,0.5480769230769231,1.0,0.14444444444444443,246.0,14.0,226.47967479674796,15522.0,9.650078074026442
5359984,289.0,8,3.0,2.5,Entire home/apt,Entire rental unit,4.86,0.663013698630137,0.6923076923076923,1.0,0.0,139.0,14.0,277.27338129496405,69938.0,11.155378712545462
5406217,155.0,2,1.0,2.0,Entire home/apt,Entire condo,4.98,0.06575342465753424,0.08653846153846154,0.0,0.0,290.0,42.0,349.5896551724138,3720.0,8.221747728346623
5496659,28.0,1,1.0,1.0,Private room,Private room in home,4.44,0.0136986301369863,0.019230769230769232,0.0,0.0,110.0,5.0,311.3181818181818,140.0,4.948759890378168
5537682,226.0,7,2.0,2.0,Entire home/apt,Entire guesthouse,4.88,0.23835616438356164,0.25,0.05434782608695652,0.3,306.0,34.0,260.8137254901961,19662.0,9.886493976159556
5576191,36.0,4,1.0,1.0,Private room,Private room in bungalow,4.77,0.04657534246575343,0.038461538461538464,0.0,0.0,53.0,15.0,260.79245283018867,612.0000000000001,6.418364935936212
5645139,140.0,2,1.0,1.0,Private room,Private room in condo,4.96,0.07945205479452055,0.09615384615384616,0.05434782608695652,0.022222222222222223,248.0,27.0,340.22983870967744,4060.0,8.309184527686298
5785758,46.0,1,1.0,1.0,Private room,Private room in rental unit,4.91,0.7753424657534247,0.7788461538461539,1.0,0.7777777777777778,33.0,2.0,259.3939393939394,13018.000000000002,9.474165107897397
5804791,55.0,1,1.0,1.0,Private room,Private room in rental unit,4.84,0.7671232876712328,0.7596153846153846,1.0,0.7777777777777778,31.0,2.0,349.9032258064516,15399.999999999998,9.642187721358466
5805991,57.0,1,1.0,1.0,Private room,Private room in rental unit,4.89,0.9068493150684932,0.9038461538461539,1.0,0.7777777777777778,27.0,0.0,229.2962962962963,18867.0,9.845222644404153
5807478,104.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.96,0.8301369863013699,0.8365384615384616,1.0,0.7666666666666667,25.0,7.0,402.32,31512.0,10.358155438089856
