id,price,dist_navy_pier_miles,is_landmark_proximate,transit_north_premium,is_premium_transit_hub,shoreline_gravity,dist_to_nearest_beach_miles,crime_density_total,nb_homicides_half_mile
1403316835359132587,86.0,7.0061,0,0.0923,0.7393,0.1627,5.6437,218.0524,0
1403330618049802128,,2.5435,1,0.1826,0.6471,0.3688,1.8527,314.0505,1
1403331478807083757,98.0,9.8706,0,0.0781,0.8488,0.1388,8.2176,172.7917,0
1403334028064006586,124.0,3.9636,0,0.1558,0.7733,0.551,2.0826,365.3628,0
1403362436773372969,111.0,5.896,0,0.1242,0.8565,0.6819,4.0252,358.0325,0
1403377268196082697,111.0,2.0802,1,0.2066,0.6363,0.4356,1.6283,383.6329,0
1403389793774672653,94.0,8.6877,0,0.0994,0.9632,0.6797,6.8368,402.4574,0
1403398822601538536,132.0,2.65,1,0.1767,0.6448,0.3538,1.9724,314.0505,1
1403405556192676515,86.0,8.876,0,0.0987,0.9746,0.8535,7.0422,402.4574,0
1403561975814530305,108.0,9.8395,0,0.0786,0.8521,0.1408,8.1748,172.7917,0
1403563576531969004,99.0,6.5868,0,0.116,0.88,0.6081,4.7129,329.1328,1
1403697150626193980,291.0,1.8541,1,0.2114,0.6035,0.5249,2.0735,1063.742,2
1403715298441699402,273.0,1.8286,1,0.2133,0.6034,0.534,2.066,1063.742,2
1403724157852137051,244.0,1.8424,1,0.2125,0.6039,0.5272,2.0608,1063.742,2
1403924524195232570,126.0,7.2241,0,0.0985,0.81,0.1987,5.5284,165.1946,0
1404371648438234517,143.0,1.319,1,0.2914,0.6757,0.8543,0.2631,842.8006,0
1404408203174674137,,9.8434,0,0.0786,0.8525,0.1409,8.1778,172.7917,0
1404426126928029194,1334.0,1.364,1,0.2851,0.6741,0.7975,0.3497,842.8006,0
1404451433779541458,119.0,9.8803,0,0.0781,0.8493,0.1387,8.2265,172.7917,0
1404458872552199855,201.0,2.2315,1,0.1928,0.623,0.4079,1.9323,383.6329,0
1404503145053088132,92.0,4.6222,0,0.0841,0.4725,0.4165,3.2939,413.2855,1
1404503892451502796,334.0,3.3716,1,0.1503,0.0,0.2892,2.5298,314.0505,1
1404645507549698961,253.0,4.7104,0,0.106,0.6055,0.2027,4.1468,397.3531,0
1404675628805456585,79.0,4.7151,0,0.1099,0.628,0.2038,4.0097,397.3531,1
1404727441309520103,111.0,7.1062,0,0.1089,0.0,0.3947,5.2159,160.9753,0
1404857868089832556,138.0,1.538,1,0.2609,0.6623,0.6216,0.7684,842.8006,1
1405011331953817643,81.0,9.0886,0,0.0828,0.8353,0.1512,7.4324,172.7917,0
1405076616569049611,,6.6595,0,0.1008,0.7722,0.192,5.0938,226.8979,0
1405086873942493312,135.0,3.832,0,0.1609,0.0,0.7106,1.943,365.3628,0
1405112664266129292,260.0,4.0692,0,0.1533,0.7771,0.5447,2.1867,365.3628,0
1405164154156772990,146.0,1.3408,1,0.2892,0.6768,0.8531,0.2546,842.8006,0
1405447185515299088,42.0,4.4,0,0.0889,0.4802,0.4566,3.3429,413.2855,0
1405576265086886463,126.0,6.0353,0,0.1108,0.0,0.2298,4.3742,226.8979,0
1405787505341759294,109.0,9.0196,0,0.0934,0.0,0.2812,7.1326,180.9846,0
1405921833155051135,50000.0,1.1226,1,0.3004,0.6376,0.743,1.1445,1063.742,3
1405924751976322610,50000.0,1.1226,1,0.3004,0.6376,0.743,1.1445,1063.742,3
1405928326879028144,40000.0,1.1227,1,0.3004,0.6376,0.7429,1.1442,1063.742,3
1405932425165869069,40000.0,1.1226,1,0.3004,0.6376,0.743,1.1445,1063.742,3
1405932426328087471,40000.0,1.1226,1,0.3004,0.6376,0.743,1.1445,1063.742,3
1405934788122239922,40000.0,1.1226,1,0.3004,0.6376,0.743,1.1445,1063.742,3
1406445589333146718,38.0,4.534,0,0.0919,0.5084,0.2647,4.804,152.0856,0
1406522730480126198,,1.4169,1,0.2707,0.6543,0.6383,0.8605,842.8006,1
1406522731329862552,50000.0,1.449,1,0.2672,0.6544,0.6262,0.8765,842.8006,1
1406523390391678407,,1.1528,1,0.3008,0.6476,0.7395,0.9066,842.8006,2
1406524520472116330,,1.1528,1,0.3008,0.6476,0.7395,0.9069,842.8006,2
1406527799973786435,75.0,7.3768,0,0.1011,0.8465,0.2352,5.5635,235.8681,0
1406528894547026589,64.0,7.3792,0,0.1009,0.8458,0.2339,5.5682,235.8681,0
1406531396675998360,83.0,7.3924,0,0.1009,0.8465,0.2339,5.5805,235.8681,0
1406532611879473791,,1.1528,1,0.3008,0.6476,0.7395,0.9069,842.8006,2
1406533021353341513,,1.1528,1,0.3008,0.6476,0.7395,0.9069,842.8006,2
1406533024534178170,907.0,1.1528,1,0.3008,0.6476,0.7395,0.9069,842.8006,2
1406533308722973437,45.0,7.5044,0,0.1001,0.8511,0.2334,5.6873,235.8681,0
1406534557700204614,59.0,7.4782,0,0.1,0.8481,0.2304,5.668,235.8681,0
1406561859588804079,,6.287,0,0.0556,0.4052,0.6499,0.9482,390.6212,0
1406584044311669861,128.0,7.5018,0,0.1083,0.9208,0.7783,5.6545,329.1328,0
1407020843169913422,64.0,6.5655,0,0.0602,0.0,0.1757,5.952,182.5694,0
1407294534922763327,104.0,6.5125,0,0.0527,0.0,0.5385,1.0129,390.6212,0
1407301678255280473,69.0,5.7082,0,0.0636,0.0,0.468,1.9511,446.6997,0
1407339861132149952,154.0,5.8541,0,0.1192,0.8168,0.323,4.0083,159.7822,0
1407376110565588662,116.0,4.631,0,0.1236,0.0,0.232,3.4768,314.0505,0
1407445083870741033,116.0,4.2729,0,0.1495,0.7884,0.5859,2.3829,365.3628,0
1408328340047234118,426.0,8.4272,0,0.0346,0.3257,0.6628,1.3858,611.3177,1
1408668486602821421,196.0,5.2053,0,0.0719,0.0,0.5403,2.2215,399.8848,0
1408752489250809765,110.0,4.4035,0,0.1252,0.0,0.2325,3.4315,314.0505,0
1408913821397002763,225.0,0.9696,1,0.3293,0.6487,0.856,0.8502,842.8006,1
1409044533314812489,120.0,4.2143,0,0.1138,0.5932,0.2264,3.7975,383.6329,3
1409090689935811621,140.0,4.5512,0,0.1053,0.0,0.2109,4.1509,383.6329,3
1409404323016126074,64.0,4.2143,0,0.1138,0.5932,0.2264,3.7975,383.6329,3
1409407148306605582,64.0,4.1613,0,0.1153,0.5952,0.2289,3.7368,383.6329,3
1409412070994558126,72.0,4.2161,0,0.1137,0.593,0.2263,3.8004,383.6329,3
1409414795205830092,64.0,4.2161,0,0.1137,0.593,0.2263,3.8004,383.6329,3
1409416546857692922,64.0,4.2409,0,0.1134,0.5944,0.2248,3.811,383.6329,3
1409416557019586619,179.0,1.3067,1,0.2891,0.6668,0.76,0.4937,842.8006,0
1409418240323349935,144.0,4.2161,0,0.1137,0.593,0.2263,3.8004,383.6329,3
1409472356446821061,269.0,2.8149,1,0.143,0.5454,0.5646,3.4961,276.7138,0
1409540865983648267,42.0,3.2803,1,0.1253,0.5363,0.4102,3.7803,289.1653,0
1409541712625716747,82.0,2.5832,1,0.1856,0.6652,0.3824,1.6869,314.0505,0
1409607429416342571,117.0,3.5691,0,0.1488,0.6798,0.2907,2.5645,314.0505,1
1409779629742885579,192.0,3.6961,0,0.1428,0.0,0.2732,2.7517,314.0505,1
1409788300945811884,35.0,4.0992,0,0.1095,0.5584,0.2457,4.0037,188.3615,0
1409919911229557553,93.0,7.477,0,0.0994,0.8427,0.2225,5.683,235.8681,0
1409996380455035081,40000.0,1.002,1,0.3289,0.6585,0.8965,0.5989,842.8006,0
1410224724901417399,218.0,2.0458,1,0.1943,0.5918,0.5089,2.3603,1063.742,0
1410244552132196403,75.0,6.6466,0,0.097,0.7416,0.1742,5.2515,258.2845,0
1410469071665830855,120.0,4.6543,0,0.1264,0.715,0.2455,3.3236,258.2845,0
1410492311702095400,297.0,3.1074,1,0.1349,0.5543,0.3706,3.4219,188.3615,0
1410621107864771769,97.0,1.6221,1,0.2352,0.6167,0.5624,1.7347,1063.742,4
1410874604295056755,146.0,5.0264,0,0.1018,0.6133,0.1908,4.3891,397.3531,1
1410927037445326431,471.0,4.0692,0,0.1533,0.7771,0.5447,2.1867,365.3628,0
1411006989677207242,30.0,7.8065,0,0.0417,0.0,0.1905,4.2905,306.2093,0
1411051246988887484,158.0,7.4156,0,0.1002,0.843,0.2269,5.616,235.8681,0
1411162089777871884,302.0,4.8497,0,0.1304,0.0,0.2988,3.1509,159.7822,0
1411481858852710216,70.0,3.1631,1,0.1407,0.0,0.3072,3.0457,383.6329,1
1411638739788079649,98.0,3.6292,0,0.148,0.6849,0.2908,2.5863,314.0505,1
1412438587202369354,126.0,3.6513,0,0.1204,0.56,0.2818,3.6686,188.3615,0
1412505982852429192,110.0,4.1076,0,0.1497,0.7646,0.4273,2.2858,365.3628,0
1412586082255834770,170.0,6.1022,0,0.0583,0.4143,0.3332,2.5007,446.6997,0
1413115150178027698,105.0,7.4669,0,0.0437,0.0,0.2225,3.5075,322.2279,1
1413460667529132395,186.0,5.333,0,0.0697,0.4417,0.4549,2.367,446.6997,0
1413919052152902108,135.0,3.9053,0,0.134,0.0,0.2516,3.0465,314.0505,1
1413993174602306608,73.0,3.2777,1,0.1545,0.0,0.2998,2.4071,314.0505,1
1414602234272027658,136.0,4.9157,0,0.1208,0.7147,0.2299,3.6049,258.2845,0
1414691693086306858,300.0,9.0287,0,0.0303,0.0,0.2092,3.6833,322.2279,1
1414775000092254600,100.0,8.7665,0,0.0719,0.7023,0.1197,7.6465,332.1549,0
1415229847644718702,223.0,2.1112,1,0.1855,0.5771,0.5989,2.685,276.7138,0
1415237414706775379,222.0,2.1112,1,0.1855,0.5771,0.5989,2.685,276.7138,0
1415244947618439536,248.0,2.1112,1,0.1855,0.5771,0.5989,2.685,276.7138,0
1415245726626946654,178.0,2.8736,1,0.1621,0.6281,0.3234,2.3493,383.6329,1
1415260048156246919,201.0,2.8736,1,0.1621,0.6281,0.3234,2.3493,383.6329,1
1415260636351774288,180.0,7.2481,0,0.1093,0.0,0.5294,5.3695,329.1328,0
1415520866191462511,226.0,6.5001,0,0.114,0.8548,0.3721,4.6143,160.9753,0
1415549768100462028,30.0,4.7626,0,0.1047,0.6032,0.2006,4.209,397.3531,1
1416000316568647300,160.0,8.1582,0,0.0709,0.649,0.1224,7.2883,332.1549,2
1416048806321702337,103.0,7.2632,0,0.1018,0.841,0.2345,5.4578,235.8681,0
1416089608494036806,116.0,6.6472,0,0.1111,0.8494,0.3197,4.7763,160.9753,0
1416126558389837283,102.0,6.9794,0,0.1095,0.0,0.3709,5.0904,160.9753,0
1416139230357257701,46.0,8.5975,0,0.0332,0.319,0.2284,3.2532,322.2279,0
1416170830854548944,293.0,4.0909,0,0.1363,0.6941,0.2638,2.9437,314.0505,1
1416172241298966255,42.0,8.5941,0,0.0333,0.3194,0.2273,3.273,322.2279,0
1416181645612651877,,8.7162,0,0.0324,0.0,0.2232,3.3628,322.2279,1
1416182808162326346,99.0,6.2381,0,0.0565,0.409,0.8442,0.829,390.6212,0
1416187111449449278,26.0,8.6004,0,0.0333,0.3193,0.2258,3.3007,322.2279,0
1416225926680224908,25.0,8.7118,0,0.0324,0.3144,0.2269,3.2945,322.2279,0
1416231901019686562,26.0,8.5904,0,0.0333,0.3193,0.2284,3.2514,322.2279,0
1416236094509558611,29.0,8.7388,0,0.0322,0.0,0.2226,3.3771,322.2279,1
1416239170201716467,27.0,8.7027,0,0.0324,0.3146,0.2277,3.28,322.2279,0
1416245319470567230,28.0,8.6463,0,0.0329,0.3175,0.2249,3.3215,322.2279,0
1416248650096435090,359.0,5.0421,0,0.134,0.8097,0.4726,3.1554,365.3628,0
1416448323190856509,271.0,4.9601,0,0.1356,0.8081,0.4896,3.0722,365.3628,0
1416462461023388919,652.0,5.0223,0,0.1342,0.8082,0.4662,3.1369,365.3628,0
1416627512622298127,28.0,8.7373,0,0.0322,0.0,0.2229,3.3699,322.2279,1
1416634343876926928,148.0,3.2884,0,0.1719,0.7373,0.4882,1.527,253.4784,0
1416641425043630978,24.0,8.5902,0,0.0333,0.3191,0.2299,3.2259,322.2279,0
1416648592250411016,,8.7627,0,0.0321,0.0,0.2219,3.3928,322.2279,1
1416653626212810001,27.0,8.6332,0,0.033,0.0,0.2246,3.3258,322.2279,1
1416672032247345000,27.0,8.6472,0,0.0329,0.0,0.2242,3.3351,322.2279,1
1416682936680054688,58.0,3.2112,1,0.1586,0.6679,0.3117,2.285,314.0505,0
1416707636715219039,56.0,3.2159,1,0.158,0.6659,0.3094,2.3055,314.0505,1
1416745244381582061,,4.1951,0,0.1512,0.7853,0.5855,2.3056,365.3628,0
1416785276070640661,95.0,7.0072,0,0.0966,0.0,0.1798,5.4609,226.8979,0
1416793697846473394,,6.5216,0,0.0527,0.3967,0.673,0.6955,390.6212,0
1416800560167623614,86.0,7.1394,0,0.0458,0.3725,0.3093,2.1769,358.5659,1
1416813981642164181,86.0,7.1206,0,0.0459,0.3731,0.3138,2.1316,358.5659,1
1416860148788667736,71.0,2.9768,1,0.1375,0.5469,0.4465,3.491,289.1653,0
1416871404534918444,,5.4608,0,0.1088,0.0,0.1975,4.2723,354.858,1
1416871810455568484,434.0,2.6175,1,0.1918,0.694,0.4429,1.4095,842.8006,1
1416880741264387890,150.0,2.909,0,0.188,0.0,0.6269,1.0773,253.4784,0
1416890634442360712,386.0,2.6235,1,0.1916,0.6944,0.443,1.4078,842.8006,1
1416895698327074596,135.0,8.4359,0,0.0995,0.0,0.4286,6.552,180.9846,0
1417353186374197965,29.0,9.4936,0,0.0272,0.0,0.2009,3.9623,322.2279,1
1417380381232792046,33.0,9.4716,0,0.0273,0.0,0.2018,3.9383,322.2279,1
1417636044945860978,61.0,3.1134,1,0.1317,0.5417,0.4331,3.6299,289.1653,0
1418248066431709840,,6.9862,0,0.113,0.9024,0.8328,5.1412,329.1328,0
1418377921264853345,105.0,6.2053,0,0.0566,0.0,0.5544,1.2192,390.6212,0
1418521169838057436,41.0,3.2774,1,0.1253,0.536,0.4135,3.785,289.1653,0
1419447703796606350,154.0,5.1836,0,0.1179,0.7292,0.2271,3.7722,258.2845,0
1419448176732395170,190.0,5.1836,0,0.1179,0.7292,0.2271,3.7722,258.2845,0
1419492175224490117,106.0,1.736,1,0.2189,0.5988,0.6001,2.1408,1063.742,2
1419550535016698370,251.0,3.0949,1,0.1356,0.5551,0.3703,3.4031,188.3615,0
1419578519230237726,235.0,2.1112,1,0.1855,0.5771,0.5989,2.685,276.7138,0
1419579177241440472,237.0,1.1954,1,0.287,0.6302,0.7135,1.3347,1063.742,4
1419656597073123411,,5.015,0,0.0948,0.0,0.1934,4.6528,421.1932,0
1419699865668236668,150.0,6.0048,0,0.1181,0.8274,0.3388,4.1411,159.7822,0
1419718461673952796,203.0,8.1706,0,0.036,0.0,0.3285,1.983,397.8142,3
1419818453300579870,169.0,7.6841,0,0.0403,0.3499,0.3251,1.9309,397.8142,0
1419863986857819410,107.0,8.4692,0,0.0993,0.0,0.4288,6.5855,180.9846,0
1420218165831449512,149.0,2.9022,1,0.162,0.6321,0.3211,2.3299,383.6329,1
1420227784150592620,199.0,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
1420228773358246439,240.0,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
1420231203896592572,216.0,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
1420231897846344047,216.0,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
1420232667871441413,199.0,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
1420233460133189749,199.0,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
1420234324478376930,199.0,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
1420235055011331002,258.0,3.8532,0,0.1243,0.6033,0.2457,3.4077,383.6329,0
1420235650234240530,180.0,2.9053,1,0.1568,0.6123,0.3206,2.5526,383.6329,2
1420235995267314521,326.0,1.948,1,0.1977,0.5828,0.6393,2.5362,276.7138,0
1420436396662437002,513.0,1.4788,1,0.2624,0.6505,0.6045,0.979,842.8006,3
1420603665684400887,117.0,4.7945,0,0.1388,0.8043,0.5203,2.9052,365.3628,0
1420683053125906804,42.0,5.3877,0,0.0762,0.0,0.2177,5.5027,150.5926,0
1420743102288706668,55.0,4.3606,0,0.0952,0.0,0.2824,4.6788,152.0856,0
1420960121079656400,182.0,1.948,1,0.1977,0.5828,0.6393,2.5362,276.7138,0
1421071234680946474,800.0,1.9111,1,0.2316,0.6743,0.5461,0.9023,842.8006,1
1421099382072409518,154.0,4.3542,0,0.1444,0.7733,0.4157,2.52,365.3628,0
1421180759300258345,309.0,6.966,0,0.1115,0.0,0.4963,5.0817,329.1328,0
1421365331478828136,164.0,7.096,0,0.1107,0.896,0.5406,5.2177,329.1328,0
1421377047158419172,,4.6254,0,0.0984,0.5533,0.216,4.4542,188.3615,1
1421744812751442347,40.0,3.0683,1,0.131,0.533,0.5959,3.8166,276.7138,0
1421753576223156718,81.0,9.6274,0,0.08,0.8503,0.145,7.9559,172.7917,0
1421777753926886057,98.0,3.01,1,0.1397,0.5601,0.3719,3.2884,188.3615,0
1421797424642825079,82.0,2.6464,1,0.1799,0.6559,0.3629,1.8457,314.0505,0
1421797443732410086,,2.5912,1,0.1826,0.6558,0.37,1.7956,314.0505,0
1421853975000793689,135.0,2.9028,0,0.1824,0.7119,0.4505,1.4023,253.4784,0
1421901587180576751,97.0,3.0484,0,0.1774,0.7181,0.4445,1.4795,253.4784,0
1421911499664316393,249.0,7.828,0,0.1054,0.9306,0.6831,5.9724,329.1328,0
1422182702083386612,55.0,4.2477,0,0.0982,0.5153,0.2858,4.5512,152.0856,0
1422571284843854862,157.0,5.9272,0,0.1068,0.7397,0.1992,4.4968,258.2845,0
1422656498139883314,109.0,6.9008,0,0.1137,0.8982,0.7909,5.0509,329.1328,0
1422716371884320614,60.0,8.54,0,0.0976,0.0,0.3425,6.6497,180.9846,0
1422788585655210373,148.0,3.9053,0,0.134,0.0,0.2516,3.0465,314.0505,1
1423260208547392515,32.0,4.2963,0,0.0979,0.0,0.2734,4.5448,152.0856,0
1423417426164464025,295.0,4.4478,0,0.0935,0.0,0.2735,4.7432,152.0856,0
1423520612788884093,65.0,4.3418,1,0.0903,0.4826,0.4609,3.3896,413.2855,0
1423583883458978843,50.0,4.3276,0,0.0965,0.0,0.2786,4.616,152.0856,0
1423972408452245965,140.0,5.5849,0,0.0655,0.0,0.5747,1.7627,399.8848,0
1424129600477029929,252.0,4.0692,0,0.1533,0.7771,0.5447,2.1867,365.3628,0
1424223573123455210,,12.2789,0,0.0582,0.7735,0.0909,10.9574,86.1152,0
1424317059614015225,45.0,4.6946,0,0.0854,0.0,0.2942,4.4204,152.0856,0
1424561334355066208,179.0,1.3582,1,0.2788,0.6574,0.6748,0.7565,842.8006,1
1424576433636023442,172.0,1.3582,1,0.2788,0.6574,0.6748,0.7565,842.8006,1
1424717823865212383,32.0,6.3585,0,0.0997,0.7335,0.1796,4.9959,258.2845,0
1424717852923660612,34.0,5.1685,0,0.1054,0.6502,0.1904,4.3265,354.858,1
1424763374705165904,110.0,8.3497,0,0.0864,0.8077,0.1572,6.746,172.7917,0
1424853103020622744,678.0,5.4933,0,0.1272,0.0,0.4551,3.6047,365.3628,0
1424928799818833291,407.0,5.367,0,0.0692,0.4405,0.4465,2.3701,446.6997,0
1424935717360303279,73.0,4.6826,0,0.1253,0.7119,0.241,3.3822,258.2845,0
1425055414431237754,22.0,8.9603,0,0.0306,0.3051,0.6083,1.9192,611.3177,1
1425317922751294183,55.0,4.2799,0,0.0972,0.5134,0.2858,4.5926,152.0856,0
1425321094579759622,55.0,4.4018,0,0.0943,0.0,0.2786,4.7117,152.0856,0
1425326575336941650,55.0,4.4012,0,0.0945,0.0,0.2771,4.7026,152.0856,0
1425351200383239283,49.0,5.6568,0,0.1203,0.0,0.3003,3.8513,159.7822,0
1425425706008621121,500.0,1.6659,1,0.2559,0.6823,0.6994,0.5168,842.8006,0
1425431015426582067,74.0,8.103,0,0.1007,0.0,0.3616,6.2127,180.9846,0
1425465807744840389,489.0,1.5812,1,0.2636,0.6804,0.729,0.4477,842.8006,0
1425473684539571997,43.0,5.5678,0,0.1218,0.7998,0.3086,3.757,159.7822,0
1425528262981663803,463.0,2.5686,1,0.1707,0.6093,0.3624,2.349,383.6329,1
1426234779670315001,131.0,1.5112,1,0.2565,0.6441,0.5824,1.1306,842.8006,3
1426396476156681886,285.0,4.4167,0,0.145,0.7854,0.4831,2.5405,365.3628,0
1426433028169678655,55.0,4.3275,0,0.0965,0.0,0.2786,4.6158,152.0856,0
1426753836392719497,228.0,2.7893,1,0.1466,0.5555,0.4558,3.2743,289.1653,0
1426823923284011617,55.0,4.3913,0,0.0947,0.0,0.2779,4.6942,152.0856,0
1426825607829694016,55.0,4.2624,0,0.0978,0.5147,0.2853,4.5676,152.0856,0
1426828616334899572,55.0,4.2783,0,0.0973,0.5135,0.2858,4.5907,152.0856,0
1426892872985040458,113.0,8.6479,0,0.097,0.0,0.3465,6.7577,180.9846,0
1427007971081965989,95.0,6.2911,0,0.116,0.8457,0.3692,4.4083,160.9753,0
1427046970874840207,139.0,3.4301,1,0.1393,0.617,0.2737,2.9274,383.6329,0
1427204928058482184,159.0,4.6849,0,0.1195,0.0,0.2196,3.699,314.0505,0
1427576806700833576,555.0,2.9606,1,0.1362,0.5395,0.5509,3.6476,276.7138,0
1427607097314399425,181.0,0.9306,1,0.3363,0.6493,0.8875,0.8326,842.8006,0
1427623001236430527,75.0,11.7859,0,0.0163,0.2089,0.1387,6.4496,64.6879,0
1427637016160678657,171.0,3.392,0,0.1704,0.7486,0.5445,1.5514,253.4784,0
1427686645354520273,100.0,8.8097,0,0.0313,0.3069,0.4266,1.9289,611.3177,2
1427821535857005929,87.0,6.6968,0,0.1001,0.7706,0.1893,5.1429,226.8979,0
1428211845084999804,104.0,8.7301,0,0.081,0.0,0.1402,7.225,172.7917,0
1428220534938215250,125.0,4.3564,0,0.0898,0.4813,0.4806,3.2969,413.2855,0
1428243289027722855,127.0,4.6324,0,0.1287,0.7247,0.2569,3.2113,258.2845,0
1428294092415638280,,2.7646,1,0.1456,0.5482,0.5536,3.4233,276.7138,0
1428300571347897958,178.0,2.7191,1,0.1483,0.5515,0.5346,3.3418,276.7138,0
1428383550411855620,163.0,4.5072,0,0.0995,0.5482,0.2252,4.4044,188.3615,0
1428659849083176359,222.0,3.392,0,0.1704,0.7486,0.5445,1.5515,253.4784,0
1428745661165717714,198.0,2.695,1,0.1496,0.5527,0.5339,3.3116,276.7138,0
1428758761968526320,199.0,2.7911,1,0.1447,0.5486,0.5267,3.416,276.7138,0
1428886288468187456,254.0,2.7995,1,0.144,0.5471,0.5443,3.4518,276.7138,0
1428921670469988914,281.0,2.6883,1,0.1498,0.5525,0.5414,3.3152,276.7138,0
1428944894946624037,300.0,2.6906,1,0.1494,0.5515,0.5575,3.341,276.7138,0
1428976973599454971,171.0,2.8176,1,0.1431,0.5463,0.5439,3.4724,276.7138,0
1428997406758106602,242.0,2.7075,1,0.1759,0.652,0.3518,1.9446,314.0505,0
1429119282768186048,527.0,2.8132,1,0.1435,0.5474,0.5303,3.4478,276.7138,0
1429248288144721863,99.0,9.7685,0,0.0258,0.0,0.1853,4.3796,339.1098,3
1429441828602216871,179.0,2.7624,1,0.1458,0.5485,0.5508,3.4168,276.7138,0
1429534772303635093,202.0,5.0905,0,0.0941,0.0,0.19,4.6964,421.1932,0
1429671505801148301,257.0,2.7181,1,0.1483,0.5515,0.5359,3.3426,276.7138,0
1429683444432323073,182.0,2.8606,1,0.1411,0.5448,0.5356,3.5115,276.7138,0
1429690802986666092,233.0,2.7336,1,0.1482,0.5532,0.5035,3.3069,276.7138,0
1429696086509175300,168.0,2.8527,1,0.1418,0.5463,0.5183,3.4766,276.7138,0
1429701890436680274,206.0,2.7674,1,0.1459,0.5498,0.5264,3.3871,276.7138,0
1429707208912792405,177.0,2.8426,1,0.1419,0.5453,0.5412,3.4981,276.7138,0
1429710377910262475,173.0,2.8545,1,0.1417,0.5462,0.5189,3.4796,276.7138,0
1429716064717365106,190.0,2.7368,1,0.148,0.5529,0.5048,3.3132,276.7138,0
1429725213492365137,363.0,2.7705,1,0.1457,0.5492,0.533,3.401,276.7138,0
1429743506710769983,229.0,2.825,1,0.1432,0.5477,0.5164,3.4405,276.7138,0
1429776196003133802,210.0,2.6836,1,0.1504,0.5539,0.5256,3.2844,276.7138,0
1429792947015178317,222.0,2.7119,1,0.1488,0.5524,0.5269,3.321,276.7138,0
1429800271314639738,80.0,12.9493,0,0.0113,0.1582,0.1352,7.1732,64.6879,0
1430052286365462697,172.0,2.8422,1,0.1423,0.5468,0.5178,3.4634,276.7138,0
1430203309972829503,165.0,2.7779,1,0.1454,0.5492,0.5269,3.4006,276.7138,0
1430527719033394174,158.0,5.4316,0,0.0847,0.5448,0.1829,5.1795,169.0158,2
1430530695214056186,109.0,4.1304,0,0.1087,0.5575,0.2442,4.0362,188.3615,0
1430643505391743742,128.0,9.3963,0,0.0272,0.2826,0.3065,2.7808,382.9801,1
1430783414399077094,107.0,6.4893,0,0.0975,0.7301,0.1739,5.1547,258.2845,0
1431229773272646995,605.0,2.9516,0,0.1803,0.7123,0.4412,1.4533,253.4784,0
1431270603359523263,64.0,6.2461,0,0.056,0.0,0.5447,1.21,390.6212,0
1431274085896746774,60.0,6.2142,0,0.0565,0.0,0.5713,1.1687,390.6212,0
1431417199726427953,,5.3888,0,0.1252,0.7999,0.3341,3.5586,159.7822,0
1431544890877451469,,4.3198,1,0.091,0.484,0.4503,3.4603,413.2855,0
1431816559336540229,197.0,2.4604,1,0.1901,0.6577,0.3906,1.6522,314.0505,0
1431853223299924734,29.0,3.7848,1,0.1069,0.0,0.4082,4.3366,289.1653,0
1431978516947519299,116.0,10.151,0,0.0734,0.0,0.1233,8.6088,172.7917,0
1432299466401658177,109.0,5.3655,0,0.0691,0.0,0.6067,1.9267,399.8848,0
1432602073933708762,528.0,2.166,1,0.2029,0.6423,0.423,1.6009,314.0505,0
1432602731251959144,964.0,2.1659,1,0.2029,0.6423,0.423,1.6009,314.0505,0
1432689243491483297,115.0,9.4261,0,0.0935,0.0,0.4006,7.5435,180.9846,1
1432804305493586476,99.0,5.3259,0,0.1311,0.8292,0.5732,3.4383,358.0325,0
1433510363260068070,154.0,5.0787,0,0.0742,0.0,0.5088,2.4349,446.6997,0
1433530740056628834,90.0,6.6335,0,0.1115,0.8513,0.3294,4.7584,160.9753,0
1433549627353680456,290.0,4.0201,0,0.1389,0.6975,0.2723,2.831,314.0505,1
1433559258830968447,90.0,6.6101,0,0.1115,0.8482,0.321,4.7394,160.9753,0
1433693256391410369,201.0,6.0573,0,0.0604,0.0,0.2609,3.5545,153.0204,0
1434339863931967279,179.0,3.1232,0,0.1814,0.0,0.6955,1.2408,253.4784,0
1434379110668151744,,7.3164,0,0.1021,0.8491,0.2442,5.4914,235.8681,0
1434722825431721050,104.0,5.829,0,0.1244,0.8493,0.5821,3.9459,358.0325,0
1434761179182102632,146.0,5.5643,0,0.1127,0.7395,0.2157,4.1074,258.2845,0
1434885260287803973,105.0,7.1712,0,0.111,0.9074,0.7463,5.3184,329.1328,0
1434905442664427268,126.0,5.4157,0,0.0992,0.6364,0.1798,4.6357,397.3531,1
1435139034064570419,321.0,3.6021,1,0.1434,0.0,0.2733,2.7308,314.0505,1
1435396881250087034,35.0,3.746,0,0.1117,0.5299,0.3248,4.0866,152.0856,0
1435509513258183299,145.0,3.4742,1,0.1321,0.5912,0.2752,3.2131,383.6329,0
1435628562186335574,312.0,6.5526,0,0.0895,0.0,0.1558,5.5747,354.858,0
