listing_id,price,accommodates,bedrooms,bathrooms,room_type,property_type,review_scores_rating,occupancy_proxy,weekend_occupancy_proxy,summer_occupancy_proxy,winter_occupancy_proxy,total_review_count,recent_review_count,avg_review_length,estimated_annual_revenue,log_revenue,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,beds,minimum_nights,maximum_nights,has_availability,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_clean_Entire home,property_type_clean_Entire rental unit,property_type_clean_Other,property_type_clean_Private room in home,property_type_clean_Private room in rental unit,Amenity_PCA_1,Amenity_PCA_2,Amenity_PCA_3,Amenity_PCA_4,Amenity_PCA_5,Cluster_ID
35265884,141.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.95,0.28493150684931506,0.28846153846153844,0.8043478260869565,0.0,117.0,22.0,217.0940170940171,14664.0,9.593218981411551,1.0,1.0,1.0,1.0,1.0,Beverly,41.6997,-87.6691,2.0,2,10,1.0,21,261,117,22,2,18,4.96,4.96,4.97,4.97,4.87,4.86,f,1,1.58,False,False,False,False,True,False,False,False,1.9889590395253076,-0.1463361298306726,0.5417310666083024,0.5317711777059559,-0.8186365730072702,1
35267831,264.0,8,4.0,1.0,Entire home/apt,Entire rental unit,4.9,0.32054794520547947,0.33653846153846156,0.8043478260869565,0.0,102.0,7.0,153.38235294117646,30888.0,10.338155412452387,1.0,5.0,5.0,1.0,1.0,South Shore,41.753124,-87.550407,5.0,2,180,1.0,14,248,102,8,1,17,4.89,4.91,4.98,4.99,4.68,4.9,t,4,1.35,False,False,False,False,True,False,False,False,2.3704876648564377,0.2991531813229833,-1.174799260703244,0.5149790929759572,-0.2495273484932822,1
35284235,205.0,4,2.0,1.0,Entire home/apt,Entire rental unit,5.0,0.6164383561643836,0.6153846153846154,1.0,0.13333333333333333,112.0,17.0,266.6875,46125.0,10.739132061324618,1.0,2.0,2.0,1.0,1.0,Lake View,41.94529,-87.66094,2.0,3,365,1.0,16,140,112,17,0,19,5.0,4.98,4.98,4.97,5.0,4.94,f,2,1.46,False,False,False,False,True,False,False,False,2.6890053854713964,0.4766977891436186,0.6103506962334493,-0.6311507874148701,0.065687145280781,1
35346506,130.0,2,2.0,1.0,Entire home/apt,Entire rental unit,4.92,0.7287671232876712,0.7211538461538461,1.0,0.0,26.0,0.0,209.3846153846154,34580.0,10.451059677269122,0.0,1.0,1.0,1.0,1.0,North Center,41.95207,-87.68423,2.0,32,90,1.0,0,99,26,0,0,0,4.96,5.0,5.0,5.0,5.0,4.77,f,1,0.36,False,False,False,False,True,False,False,False,0.99866029091028,0.6730625840217299,-0.3747317617846458,0.8117740548990403,0.6192171850488618,0
35351970,340.0,7,3.0,1.5,Entire home/apt,Entire home,4.9,0.4438356164383562,0.4519230769230769,0.7934782608695652,0.0,50.0,1.0,364.52,55080.0,10.916560108088095,1.0,1.0,4.0,1.0,1.0,Lake View,41.94455,-87.67143,4.0,30,277,1.0,1,203,50,1,0,1,4.96,4.88,4.98,4.98,4.94,4.78,f,1,0.65,False,False,False,True,False,False,False,False,0.0483160327661749,1.2776367802647082,-0.1036560204661648,0.5190546857159655,-0.5937507693353491,4
35403153,89.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.87,0.3561643835616438,0.41346153846153844,0.7934782608695652,0.0,332.0,46.0,186.5,11570.0,9.356257246876337,1.0,2.0,4.0,1.0,1.0,Mckinley Park,41.82332,-87.67019,3.0,1,31,1.0,12,235,332,46,3,47,4.89,4.77,4.95,4.83,4.77,4.85,f,1,4.35,False,False,False,False,True,False,False,False,0.2853393959840717,0.00108942686543,0.2795669711563725,0.7092460089578727,-0.8373629420632727,1
35428201,89.0,6,1.0,1.0,Entire home/apt,Entire home,4.89,0.0273972602739726,0.019230769230769232,0.0,0.0,61.0,3.0,216.0983606557377,890.0,6.792344427470809,1.0,1.0,2.0,1.0,1.0,Avondale,41.93558,-87.69736,2.0,32,90,1.0,20,355,61,3,0,3,4.92,4.93,4.93,4.87,4.85,4.8,f,1,0.8,False,False,False,True,False,False,False,False,-0.8313620531514743,-0.2162229128389188,-0.2331174878095941,-1.2860974578271789,-1.350058476009987,1
35495687,176.0,2,1.0,1.0,Entire home/apt,Entire condo,4.78,0.0136986301369863,0.019230769230769232,0.0,0.0,9.0,3.0,128.0,880.0,6.78105762593618,0.0,1.0,1.0,1.0,1.0,Grand Boulevard,41.81175,-87.61143,1.0,2,180,1.0,25,360,9,3,1,0,4.78,5.0,4.78,4.67,4.67,4.78,f,1,0.12,False,False,False,False,False,False,False,False,2.2353461448695096,0.4368749748661975,0.4633333556435114,0.2507730277138678,-0.911139626835008,1
35496535,114.0,2,0.0,1.5,Entire home/apt,Entire rental unit,4.94,0.8164383561643835,0.8076923076923077,1.0,0.7777777777777778,237.0,24.0,266.17721518987344,33972.0,10.433321370472791,1.0,1.0,1.0,1.0,1.0,Lincoln Square,41.97219,-87.69762,0.0,2,1125,1.0,14,67,237,24,3,32,4.93,4.93,4.95,4.95,4.95,4.84,f,1,3.1,False,False,False,False,True,False,False,False,-1.0770602355179355,0.1182532719337685,0.2823311271940449,1.078406508336521,-1.4337857784485637,1
35511310,29.0,1,1.0,1.0,Private room,Private room in rental unit,4.74,0.1917808219178082,0.19230769230769232,0.0,0.0,19.0,1.0,214.3684210526316,2030.0,7.616283561580385,0.0,11.0,13.0,1.0,1.0,New City,41.79424,-87.66138,1.0,32,1125,1.0,0,295,19,1,0,0,4.79,4.68,5.0,4.79,4.21,4.63,f,9,0.25,False,True,False,False,False,False,False,True,-0.8129158771952314,0.7902826716786171,1.163641841770758,0.3370472693931278,-0.5161701557539852,2
35517765,65.0,2,1.0,1.0,Entire home/apt,Entire guest suite,4.77,0.35342465753424657,0.38461538461538464,0.8043478260869565,0.0,325.0,38.0,203.27384615384616,8385.0,9.034318927730707,1.0,1.0,1.0,1.0,1.0,Norwood Park,41.99036,-87.78878,1.0,1,30,1.0,7,236,325,38,4,40,4.81,4.66,4.88,4.88,4.83,4.78,f,1,4.27,False,False,False,False,False,True,False,False,0.3540088005412234,-0.5590471211786021,-0.7179656792179533,0.7228238952783617,-1.5243843664154313,1
35518584,160.0,4,1.0,1.0,Entire home/apt,Entire condo,4.86,0.09041095890410959,0.10576923076923077,0.0,0.0,222.0,38.0,225.0045045045045,5280.0,8.571870752706934,1.0,8.0,9.0,1.0,1.0,Uptown,41.97562,-87.66286,2.0,2,1125,1.0,8,332,222,38,4,45,4.91,4.79,4.93,4.95,4.96,4.69,f,5,2.91,False,False,False,False,False,False,False,False,1.6934654448217636,0.1881741970610639,-0.3024698715609369,1.038164797634321,-0.2357608728192148,1
35566367,186.0,4,1.0,1.0,Entire home/apt,Entire rental unit,4.8,0.936986301369863,0.9230769230769231,1.0,0.7666666666666667,55.0,8.0,215.63636363636363,63612.0,11.06057313095659,1.0,3.0,7.0,1.0,1.0,Lake View,41.93735,-87.65652,2.0,32,180,1.0,0,23,55,8,1,7,4.8,4.82,4.93,4.95,4.95,4.69,t,2,0.72,False,False,False,False,True,False,False,False,1.4585367845494726,0.9176402596853483,1.1600993733772116,-0.7394988365141566,-0.5765726139158424,1
35573202,96.0,4,1.0,1.0,Entire home/apt,Entire condo,4.93,0.2191780821917808,0.23076923076923078,0.13043478260869565,0.14444444444444443,260.0,51.0,282.0423076923077,7680.0,8.946505025998682,1.0,1.0,1.0,1.0,0.0,Rogers Park,42.00533,-87.66291,2.0,2,1125,1.0,8,285,260,51,4,47,4.96,4.94,4.97,4.97,4.95,4.89,f,1,3.44,False,False,False,False,False,False,False,False,0.7707968766290856,-0.3441069964975576,-1.1446234503158612,-0.0373893858462801,-1.697636614473043,1
35604624,344.0,5,2.0,2.0,Entire home/apt,Entire townhouse,4.57,0.5178082191780822,0.5384615384615384,1.0,0.0,7.0,0.0,437.14285714285717,65015.99999999999,11.08240405314409,0.0,1.0,1.0,1.0,1.0,Logan Square,41.92108,-87.67352,2.0,3,180,1.0,26,176,7,0,0,0,4.71,4.14,4.86,4.29,4.86,4.43,f,1,0.11,False,False,False,False,False,True,False,False,-0.8732871800169244,1.1225067067887222,0.8824285758827288,1.1164883684032412,-0.4395809693679579,1
35611753,141.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.93,0.852054794520548,0.8557692307692307,1.0,0.7777777777777778,159.0,23.0,204.9496855345912,43851.00000000001,10.68857560679443,1.0,2.0,2.0,1.0,1.0,Grand Boulevard,41.82025,-87.61218,2.0,2,30,1.0,1,54,160,24,4,20,4.96,4.94,4.97,4.96,4.8,4.89,f,2,2.1,False,False,False,False,True,False,False,False,0.0511410079275416,0.1407551869264613,0.0792792216972658,0.9098256502515696,0.8313111285441146,1
35635161,216.0,2,1.0,1.0,Entire home/apt,Entire rental unit,,0.5068493150684932,0.5,0.0,1.0,0.0,0.0,0.0,39960.0,10.595659257474393,0.0,4.0,6.0,0.0,0.0,Near North Side,41.898904,-87.62797,1.0,32,1125,1.0,1,180,0,0,0,0,4.89,4.87,4.93,4.95,4.87,4.78,t,612,1.59,False,False,False,False,True,False,False,False,-1.9279472065554395,2.212633073557999,-1.7403919820992253,0.1777070556000316,0.6700156940035468,0
35635202,216.0,2,1.0,1.0,Entire home/apt,Entire rental unit,,0.08767123287671233,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,6912.0,8.841158975945264,0.0,4.0,6.0,0.0,0.0,Near North Side,41.898904,-87.62797,1.0,32,1125,1.0,0,333,0,0,0,0,4.89,4.87,4.93,4.95,4.87,4.78,t,612,1.59,False,False,False,False,True,False,False,False,-1.9279472065554395,2.212633073557999,-1.7403919820992253,0.1777070556000316,0.6700156940035468,0
35648866,302.0,5,2.0,2.0,Entire home/apt,Entire condo,4.86,0.12876712328767123,0.11538461538461539,0.08695652173913043,0.14444444444444443,7.0,2.0,261.7142857142857,14194.0,9.560645068907071,0.0,1.0,1.0,1.0,1.0,West Town,41.9049,-87.6798,2.0,2,85,1.0,8,318,7,2,2,0,4.86,5.0,4.86,5.0,5.0,5.0,f,1,0.11,False,False,False,False,False,False,False,False,1.4788089700670397,0.8165321860549639,0.9031689890109412,0.3411052269037186,0.2937053171489264,1
35681792,120.0,3,1.0,1.0,Private room,Private room in loft,4.83,0.10684931506849316,0.1346153846153846,0.043478260869565216,0.0,406.0,53.0,265.1305418719212,4680.000000000001,8.45126704130007,1.0,4.0,10.0,1.0,1.0,Near North Side,41.89025,-87.63013,2.0,32,1125,1.0,10,326,406,53,2,54,4.79,4.68,4.94,4.95,4.95,4.83,t,4,5.33,False,True,False,False,False,True,False,False,-1.396418994028736,0.2327573513343601,-0.003682157455397,0.9765154357940704,-1.319296335648174,2
35743481,191.0,8,4.0,2.0,Entire home/apt,Entire townhouse,4.85,0.3561643835616438,0.5,0.1956521739130435,0.4222222222222222,269.0,45.0,238.96654275092936,24830.0,10.119848151553505,1.0,2.0,4.0,1.0,1.0,Logan Square,41.92354,-87.70219,5.0,3,125,1.0,13,235,269,45,5,43,4.9,4.86,4.96,5.0,4.9,4.86,f,2,3.54,False,False,False,False,False,True,False,False,3.090728378151359,-1.0564443855551289,-1.623503710710812,0.0144623518441189,0.3833395744089056,1
35765755,180.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.74,0.3287671232876712,0.3269230769230769,0.7934782608695652,0.0,53.0,1.0,395.92452830188677,21599.999999999996,9.980494888896912,1.0,9.0,47.0,1.0,1.0,Lincoln Park,41.91496,-87.64144,2.0,32,1125,1.0,6,245,53,1,0,2,4.77,4.87,4.94,4.83,4.94,4.68,t,5,0.7,False,False,False,False,True,False,False,False,-1.352486188017636,1.731682602181463,0.115156846753607,0.9895582945730828,-0.258443990463172,0
35767803,333.0,2,0.0,1.0,Entire home/apt,Entire rental unit,4.89,0.5205479452054794,0.5192307692307693,0.0,1.0,178.0,0.0,190.5,63270.0,11.055182367294991,0.0,12.0,19.0,1.0,1.0,Loop,41.88556,-87.6257,1.0,32,300,1.0,0,175,178,0,0,0,4.89,4.85,4.7,4.97,4.99,4.81,f,7,2.34,False,False,False,False,True,False,False,False,-1.7603670115838903,1.3367862181555137,0.4126689956569067,0.4545191716418291,-0.2969514850019303,0
35769538,288.0,6,2.0,1.5,Entire home/apt,Entire rental unit,4.5,0.0027397260273972603,0.0,0.0,0.0,2.0,0.0,253.5,288.0,5.666426688112432,0.0,2.0,2.0,1.0,1.0,Calumet Heights,41.73513,-87.58599,3.0,32,1125,1.0,29,364,2,0,0,0,4.0,4.0,5.0,5.0,5.0,4.0,f,2,0.03,False,False,False,False,True,False,False,False,-0.7867089127239328,0.8068781362122315,0.4436296509953468,0.9542937066986602,-0.7475517046785507,0
35803293,130.0,2,1.0,1.5,Private room,Private room in home,4.86,0.32054794520547947,0.3269230769230769,0.8043478260869565,0.0,21.0,0.0,345.5238095238095,15210.0,9.629774129311743,0.0,2.0,2.0,1.0,1.0,West Town,41.90796,-87.67447,1.0,1,1125,1.0,8,248,21,0,0,0,4.95,4.81,4.86,5.0,4.95,4.86,f,1,0.28,False,True,False,False,False,False,True,False,2.1993977205928767,-0.0034559080373877,0.1955663464010663,0.0914985661484176,-0.0267392147124626,2
35804189,141.0,7,3.0,1.0,Entire home/apt,Entire rental unit,4.96,0.16164383561643836,0.21153846153846154,0.0,0.13333333333333333,289.0,47.0,251.9273356401384,8319.0,9.026417533815254,1.0,1.0,1.0,1.0,1.0,Logan Square,41.92319,-87.72209,4.0,2,60,1.0,9,306,289,47,5,38,4.97,4.96,4.99,4.95,4.77,4.87,f,1,3.87,False,False,False,False,True,False,False,False,2.2278147519003557,-0.6430570211883846,-0.7127936824990215,0.6663982754434259,-0.1815483248554936,1
35875563,91.0,4,2.0,1.0,Entire home/apt,Entire rental unit,5.0,0.2273972602739726,0.23076923076923078,0.07608695652173914,0.25555555555555554,7.0,7.0,338.85714285714283,7553.0,8.929832503272403,0.0,1.0,2.0,1.0,1.0,Brighton Park,41.81749,-87.6854,3.0,2,30,1.0,17,282,7,7,5,0,4.86,4.86,4.71,5.0,4.86,5.0,f,1,4.2,False,False,False,False,True,False,False,False,0.8044738687537683,-0.8668539720895432,0.4008167796231727,-0.4431633735425007,0.2090254526728226,1
35880364,86.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.46,0.00821917808219178,0.0,0.0,0.0,25.0,3.0,242.52,258.0,5.556828061699537,0.0,5.0,6.0,1.0,1.0,Calumet Heights,41.73411,-87.58402,1.0,3,15,1.0,27,362,26,3,0,1,4.81,4.69,4.88,4.65,4.12,4.46,f,5,0.34,False,False,False,False,True,False,False,False,-1.2460583542318031,0.0672353101215317,0.4063035477139451,0.9864235728895246,-0.644245914803804,0
35926772,183.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.5,0.08493150684931507,0.07692307692307693,0.0,0.0,2.0,0.0,116.0,5673.0,8.643649615368796,0.0,4.0,6.0,0.0,0.0,Near North Side,41.896218,-87.625711,1.0,32,1125,1.0,0,334,2,0,0,0,5.0,5.0,4.5,3.5,5.0,4.0,t,612,0.03,False,False,False,False,True,False,False,False,-1.9596534101237195,2.0965825606178905,-1.7581054798734166,0.2154292786180233,0.6277386774680488,0
35927069,259.0,2,1.0,1.0,Entire home/apt,Entire rental unit,5.0,0.4465753424657534,0.4423076923076923,0.0,1.0,1.0,0.0,67.0,42217.0,10.650601949366015,0.0,4.0,6.0,0.0,0.0,Near North Side,41.896218,-87.625711,1.0,32,1125,1.0,0,202,1,0,0,0,5.0,4.0,5.0,5.0,5.0,4.0,t,612,0.03,False,False,False,False,True,False,False,False,-1.9596534101237195,2.0965825606178905,-1.7581054798734166,0.2154292786180233,0.6277386774680488,0
35931987,244.0,2,1.0,1.0,Entire home/apt,Entire rental unit,5.0,0.1095890410958904,0.09615384615384616,0.0,0.0,2.0,0.0,227.5,9760.0,9.186150133174966,0.0,4.0,6.0,0.0,0.0,Near North Side,41.896218,-87.625711,1.0,32,1125,1.0,0,325,2,0,0,0,5.0,5.0,5.0,5.0,5.0,4.5,t,612,0.03,False,False,False,False,True,False,False,False,-1.9596534101237195,2.0965825606178905,-1.7581054798734166,0.2154292786180233,0.6277386774680488,0
35945631,168.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.54,0.03561643835616438,0.057692307692307696,0.0,0.0,104.0,10.0,202.95192307692307,2184.0,7.68937110752969,0.0,1.0,1.0,1.0,1.0,Uptown,41.97469,-87.66589,2.0,1,1125,1.0,23,352,104,10,1,13,4.7,4.66,4.8,4.78,4.87,4.47,f,1,1.37,False,False,False,False,True,False,False,False,-0.0528871824903918,0.3386421195059914,-0.2250142877587563,0.9109922995190584,-0.8108852661533519,1
35950191,120.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.73,0.09041095890410959,0.10576923076923077,0.0,0.1111111111111111,92.0,17.0,221.0,3960.0000000000005,8.284251797621916,1.0,3.0,18.0,1.0,1.0,Lincoln Square,41.97287,-87.6871,1.0,2,1125,1.0,13,332,92,17,1,20,4.8,4.75,4.91,4.95,4.96,4.66,f,3,1.22,False,False,False,False,True,False,False,False,2.046835000633918,0.1819644716633242,-0.0934582627034844,0.3202466034629067,-1.2533374787833131,1
35995054,39.0,1,1.0,1.0,Private room,Private room in home,4.73,0.9424657534246575,0.9423076923076923,1.0,1.0,33.0,2.0,214.21212121212122,13416.000000000002,9.504277838590472,0.0,11.0,15.0,1.0,1.0,South Shore,41.76122,-87.58806,1.0,2,723,1.0,0,21,33,2,1,1,4.7,4.7,4.82,4.97,4.33,4.7,f,6,0.44,False,True,False,False,False,False,True,False,1.6797579302848598,-0.9758897095076482,-0.3885594181740599,0.1256054272841492,-0.5250202808198627,2
36032618,321.0,8,2.0,1.5,Entire home/apt,Entire loft,4.73,0.5972602739726027,0.5961538461538461,1.0,0.03333333333333333,128.0,10.0,233.8984375,69978.0,11.155950476022493,0.0,1.0,1.0,1.0,1.0,Near West Side,41.8847,-87.65234,4.0,2,90,1.0,8,147,128,10,2,17,4.77,4.66,4.8,4.91,4.95,4.67,f,1,1.75,False,False,False,False,False,True,False,False,-0.3804154303170133,0.5679682947286526,-0.954004011398904,1.3687286724761547,-0.7902268341627581,1
36037370,155.0,3,1.0,1.0,Entire home/apt,Entire rental unit,4.93,0.030136986301369864,0.038461538461538464,0.0,0.0,124.0,5.0,188.08064516129033,1705.0000000000002,7.441906728051625,1.0,2.0,2.0,1.0,0.0,Near West Side,41.88269,-87.69194,1.0,32,1125,1.0,19,354,124,5,0,1,4.98,4.9,4.98,4.97,4.78,4.92,f,2,1.64,False,False,False,False,True,False,False,False,2.334841458109157,0.4399616483521891,1.0381475359198655,0.0082092660210161,-0.3785740866860084,1
36042124,336.0,4,2.0,2.5,Entire home/apt,Entire townhouse,4.95,0.9397260273972603,0.9326923076923077,1.0,0.7666666666666667,19.0,8.0,124.21052631578948,115248.00000000001,11.654850284031664,0.0,1.0,2.0,1.0,1.0,Irving Park,41.95285,-87.7115,2.0,2,14,1.0,0,22,19,8,1,0,4.89,4.95,4.95,4.95,4.68,4.79,f,1,0.25,False,False,False,False,False,True,False,False,-1.567257683273505,1.2393150745097707,0.7990383689364648,0.8862393821147786,-0.2349179135296923,0
36067428,395.0,14,4.0,3.5,Entire home/apt,Entire home,4.47,0.0273972602739726,0.028846153846153848,0.0,0.0,89.0,10.0,252.1573033707865,3950.0,8.281723990411392,0.0,1.0,1.0,1.0,1.0,Bridgeport,41.84228,-87.66214,4.0,2,30,1.0,21,355,89,9,1,7,4.51,4.43,4.79,4.65,4.66,4.38,f,1,1.21,False,False,False,True,False,False,False,False,0.5810829126903774,0.0885240227235555,-0.8079445725172051,1.319552491475159,0.1974977559803238,4
36141541,77.0,2,0.0,1.0,Entire home/apt,Entire rental unit,4.7,0.5205479452054794,0.5192307692307693,0.0,1.0,37.0,0.0,276.0,14630.0,9.590897844378162,0.0,12.0,19.0,1.0,1.0,Near North Side,41.89533,-87.63092,1.0,32,1125,1.0,0,175,37,0,0,0,4.76,4.78,4.43,4.7,4.86,4.7,f,7,0.49,False,False,False,False,True,False,False,False,-2.024694592771883,1.2008139248568015,0.3416049484399349,0.3803748272277809,-0.3955708246081275,0
36143654,102.0,2,1.0,1.0,Private room,Private room in rental unit,4.65,0.7808219178082192,0.7884615384615384,1.0,0.7666666666666667,34.0,8.0,240.02941176470588,29070.0,10.277496392686066,0.0,2.0,2.0,1.0,1.0,Lincoln Park,41.9185386973911,-87.6537119701277,2.0,2,40,1.0,21,80,34,8,1,9,4.79,4.41,4.79,4.94,5.0,4.94,f,2,0.45,False,True,False,False,False,False,False,True,-1.2778141287849325,-0.632777608303845,0.8919688435617321,-1.0458260274039954,-0.8713812215569224,2
36179661,362.0,10,3.0,2.0,Entire home/apt,Entire home,4.63,0.010958904109589041,0.019230769230769232,0.0,0.0,41.0,2.0,197.09756097560975,1448.0,7.278628942320682,0.0,1.0,1.0,1.0,1.0,Garfield Ridge,41.80968,-87.75037,4.0,2,365,1.0,30,361,41,2,0,3,4.66,4.49,4.88,4.9,4.66,4.54,f,1,0.54,False,False,False,True,False,False,False,False,1.458547612971651,0.6335509344172752,-0.671344798667248,0.4895807449503844,-0.1721086066588008,4
36184740,95.0,4,2.0,1.5,Entire home/apt,Entire rental unit,4.61,0.3013698630136986,0.3269230769230769,0.7934782608695652,0.0,115.0,3.0,159.1478260869565,10450.0,9.254452946594503,0.0,3.0,7.0,1.0,1.0,Bridgeport,41.84169,-87.6396,2.0,32,1125,1.0,20,255,115,3,0,18,4.73,4.66,4.78,4.78,4.69,4.52,t,2,1.52,False,False,False,False,True,False,False,False,-1.9148998008493627,0.969803044348791,0.8207852718339652,0.9907467251829366,-0.5122905528819847,0
36199994,999.0,12,4.0,2.5,Entire home/apt,Entire home,5.0,0.3178082191780822,0.33653846153846156,0.7934782608695652,0.1111111111111111,4.0,0.0,226.25,115884.00000000001,11.660353599036661,0.0,5.0,5.0,1.0,1.0,Logan Square,41.9153,-87.71436,8.0,32,60,1.0,19,249,4,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,0.05,False,False,False,True,False,False,False,False,0.0028357185583738,0.9258844267074032,0.8934728851402749,0.9390885883522392,-0.3289560647728809,4
36222341,175.0,1,1.0,1.0,Entire home/apt,Entire rental unit,,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,0.0,175.0,5.170483995038151,0.0,2.0,2.0,1.0,1.0,Near North Side,41.8923,-87.61882,1.0,132,365,1.0,30,364,0,0,0,0,4.89,4.87,4.93,4.95,4.87,4.78,f,2,1.59,False,False,False,False,True,False,False,False,-3.221851606955923,-1.7960896523288912,-0.148804811108603,-0.5262698243727252,0.753020985086895,0
36230130,88.0,2,1.0,1.0,Private room,Private room in townhouse,4.95,0.0958904109589041,0.09615384615384616,0.0,0.0,38.0,4.0,193.10526315789474,3080.0,8.033009498596668,1.0,34.0,51.0,1.0,1.0,Kenwood,41.80255,-87.60184,2.0,7,365,1.0,0,330,38,4,0,4,4.92,4.89,5.0,5.0,4.74,4.87,f,29,0.51,False,True,False,False,False,True,False,False,-1.136706070475168,0.5260400062575461,1.1661890464031963,0.8677313781597166,-1.5098611625501888,2
36230632,160.0,4,2.0,1.0,Entire home/apt,Entire rental unit,5.0,0.6876712328767123,0.6923076923076923,0.0,1.0,12.0,1.0,233.91666666666666,40160.0,10.600651654454007,1.0,29.0,42.0,1.0,1.0,Bridgeport,41.84185,-87.63837,2.0,32,300,1.0,0,114,12,1,0,1,4.92,4.92,4.83,5.0,5.0,4.75,f,29,0.16,False,False,False,False,True,False,False,False,-0.7583545959422029,-0.0785901857305773,-0.2361798763697122,1.4618209920023402,-1.8645426182420255,1
36270543,133.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.76,0.32602739726027397,0.3269230769230769,0.7934782608695652,0.0,270.0,33.0,244.33703703703705,15827.000000000002,9.669535802505315,0.0,27.0,28.0,1.0,1.0,Lincoln Square,41.96626,-87.68652,2.0,2,120,1.0,10,246,270,33,4,30,4.81,4.66,4.69,4.92,4.91,4.7,t,24,3.59,False,False,False,False,True,False,False,False,1.2790876995026772,0.1866547877331545,0.3812060649416731,0.6901671881524705,0.2053999563270993,1
36321241,69.0,2,1.0,1.0,Private room,Private room in home,4.79,0.3561643835616438,0.38461538461538464,0.8043478260869565,0.0,122.0,23.0,224.7377049180328,8970.0,9.101752431559284,1.0,16.0,16.0,1.0,1.0,Douglas,41.83172,-87.61975,1.0,2,300,1.0,11,235,122,23,3,27,4.75,4.72,4.9,4.89,4.68,4.73,f,7,1.62,False,True,False,False,False,False,True,False,0.4675220266003661,0.024408234043582,0.1419849563764028,1.0247380946313194,-1.18734749306163,2
36537053,616.0,14,6.0,4.0,Entire home/apt,Entire home,4.97,0.049315068493150684,0.038461538461538464,0.0,0.06666666666666667,122.0,30.0,253.62295081967213,11088.0,9.313708904953216,0.0,11.0,12.0,1.0,1.0,Portage Park,41.94583,-87.75115,10.0,3,1125,1.0,18,347,123,31,2,32,4.96,4.9,5.0,4.98,4.88,4.87,f,1,1.67,False,False,False,True,False,False,False,False,2.561953043405795,0.5609646293097685,0.3723403251163349,0.115240018697882,-0.4395248254393292,4
36565054,98.0,3,2.0,1.0,Entire home/apt,Entire rental unit,4.88,0.6328767123287671,0.6826923076923077,1.0,0.05555555555555555,320.0,56.0,207.915625,22637.999999999996,10.027429361730306,1.0,1.0,1.0,1.0,1.0,Lower West Side,41.85577,-87.65829,2.0,2,1125,1.0,6,134,320,56,6,48,4.92,4.88,4.86,4.9,4.9,4.84,f,1,4.27,False,False,False,False,True,False,False,False,0.1540272574277805,0.9755532419009983,0.751290762625352,0.5498019020254155,-0.0321277304558897,1
36603379,238.0,2,1.0,1.0,Private room,Room in boutique hotel,4.44,0.03561643835616438,0.057692307692307696,0.0,0.044444444444444446,523.0,69.0,131.7227533460803,3094.0,8.037543185118697,0.0,5.0,9.0,1.0,1.0,Loop,41.86938,-87.6233,1.0,1,1125,1.0,24,352,524,68,15,95,4.56,4.51,4.72,4.64,4.82,4.35,t,5,7.37,False,True,False,False,False,True,False,False,-2.547555166894957,-1.0009374791783685,-0.541209005363743,-1.0650007876444956,-0.8300496581382164,2
36603454,238.0,3,1.0,1.0,Private room,Room in boutique hotel,4.44,0.03287671232876712,0.057692307692307696,0.0,0.044444444444444446,878.0,136.0,128.11389521640092,2855.9999999999995,7.957527402230773,0.0,5.0,9.0,1.0,1.0,Loop,41.87066,-87.62457,2.0,1,1125,1.0,25,353,878,136,16,165,4.53,4.49,4.74,4.57,4.83,4.45,t,5,12.48,False,True,False,False,False,True,False,False,-2.2829316079491986,0.2409817665348397,-0.5409258497420326,-1.0393299734808017,-1.291896256417626,1
36631415,210.0,5,3.0,1.0,Entire home/apt,Entire rental unit,4.94,0.09315068493150686,0.10576923076923077,0.0,0.05555555555555555,67.0,5.0,261.4179104477612,7140.000000000001,8.87360810154911,1.0,6.0,7.0,1.0,1.0,Avondale,41.93682,-87.72368,3.0,3,365,1.0,16,331,67,5,0,17,4.9,4.97,4.99,5.0,4.82,4.82,f,5,0.89,False,False,False,False,True,False,False,False,2.045689348864172,0.6345985184342644,-0.8744914492358643,0.5820786277669281,0.0506763190526437,1
